state,county,metro,life_exp,covid_mort,year,fipscode
MA,Berkshire County,non-metro,78.02,50.1,2022,25003
MA,Bristol County,metro,78.3,98.4,2022,25005
MA,Essex County,metro,79.85,114,2022,25009
MA,Franklin County,non-metro,79.59,62.7,2022,25011
MA,Hampden County,metro,77.36,115.9,2022,25013
MA,Hampshire County,non-metro,80.22,67.7,2022,25015
MA,Middlesex County,metro,81.93,102.9,2022,25017
MA,Norfolk County,metro,81.5,91.4,2022,25021
MA,Plymouth County,metro,79.39,100.6,2022,25023
MA,Suffolk County,metro,80.93,137.1,2022,25025
MA,Worcester County,metro,79.06,107.6,2022,25027
MI,Alcona County,non-metro,77.21,75.9,2022,26001
MI,Allegan County,non-metro,78.2,49.4,2022,26005
MI,Alpena County,non-metro,77.82,37.9,2022,26007
MI,Arenac County,non-metro,77.37,67.3,2022,26011
MI,Baraga County,non-metro,76.42,197.6,2022,26013
MI,Barry County,non-metro,79.17,44.3,2022,26015
MI,Bay County,non-metro,76.36,88.1,2022,26017
MI,Benzie County,non-metro,78.24,69.7,2022,26019
MI,Berrien County,non-metro,77.54,72.4,2022,26021
MI,Branch County,non-metro,76.44,115.4,2022,26023
MI,Calhoun County,non-metro,75.24,87.6,2022,26025
MI,Cass County,non-metro,77.37,89.6,2022,26027
MI,Charlevoix County,non-metro,79.58,24.2,2022,26029
MI,Cheboygan County,non-metro,76.72,76.1,2022,26031
MI,Chippewa County,non-metro,78.11,41,2022,26033
MI,Clare County,non-metro,74.27,86.1,2022,26035
MI,Clinton County,non-metro,81.14,48.2,2022,26037
MI,Delta County,non-metro,76.73,95.8,2022,26041
MI,Dickinson County,non-metro,77.66,138.5,2022,26043
MI,Eaton County,non-metro,78.51,52.3,2022,26045
MI,Emmet County,non-metro,79.27,57,2022,26047
MI,Genesee County,metro,74.82,90.6,2022,26049
MI,Gladwin County,non-metro,75.27,80.9,2022,26051
MI,Gogebic County,non-metro,77.79,119.6,2022,26053
MI,Grand Traverse County,non-metro,79.79,25.9,2022,26055
MI,Gratiot County,non-metro,76.74,94.7,2022,26057
MI,Hillsdale County,non-metro,76.76,95.4,2022,26059
MI,Houghton County,non-metro,78.37,54.2,2022,26061
MI,Huron County,non-metro,77.41,77.8,2022,26063
MI,Ingham County,metro,77.56,52.1,2022,26065
MI,Ionia County,non-metro,78.4,39.8,2022,26067
MI,Iosco County,non-metro,74.81,86.1,2022,26069
MI,Iron County,non-metro,74.72,97.5,2022,26071
MI,Isabella County,non-metro,77.75,47.9,2022,26073
MI,Jackson County,non-metro,76.53,80.3,2022,26075
MI,Kalamazoo County,metro,78.6,58.1,2022,26077
MI,Kalkaska County,non-metro,75.7,57.4,2022,26079
MI,Kent County,metro,79.44,61.5,2022,26081
MI,Lapeer County,non-metro,77.56,81.5,2022,26087
MI,Leelanau County,non-metro,82.31,25.4,2022,26089
MI,Lenawee County,non-metro,77.68,54.4,2022,26091
MI,Livingston County,non-metro,80.78,32.4,2022,26093
MI,Macomb County,metro,77.39,119.8,2022,26099
MI,Manistee County,non-metro,76.86,45.2,2022,26101
MI,Marquette County,non-metro,78.67,47.9,2022,26103
MI,Mason County,non-metro,77.86,38.9,2022,26105
MI,Mecosta County,non-metro,78.08,22.3,2022,26107
MI,Menominee County,non-metro,78.75,46.3,2022,26109
MI,Midland County,non-metro,80.37,29.2,2022,26111
MI,Monroe County,non-metro,77.38,59.6,2022,26115
MI,Montcalm County,non-metro,76.92,81.8,2022,26117
MI,Montmorency County,non-metro,75.12,86.5,2022,26119
MI,Muskegon County,metro,76.23,108.9,2022,26121
MI,Newaygo County,non-metro,77.6,43.8,2022,26123
MI,Oakland County,metro,79.92,83.7,2022,26125
MI,Oceana County,non-metro,78.3,108.3,2022,26127
MI,Ogemaw County,non-metro,74.94,71.5,2022,26129
MI,Ontonagon County,non-metro,77.15,134.2,2022,26131
MI,Osceola County,non-metro,77.98,48.9,2022,26133
MI,Oscoda County,non-metro,75.66,76.7,2022,26135
MI,Otsego County,non-metro,77.21,48.8,2022,26137
MI,Ottawa County,metro,81.27,63.8,2022,26139
MI,Presque Isle County,non-metro,78.15,32.6,2022,26141
MI,Roscommon County,non-metro,75.49,54.7,2022,26143
MI,Saginaw County,non-metro,76.11,116.3,2022,26145
MI,St. Clair County,non-metro,76.3,68,2022,26147
MI,St. Joseph County,non-metro,76.11,69.1,2022,26149
MI,Sanilac County,non-metro,77.53,96.4,2022,26151
MI,Shiawassee County,non-metro,77.28,51.1,2022,26155
MI,Tuscola County,non-metro,75.96,110.7,2022,26157
MI,Van Buren County,non-metro,77.53,91.8,2022,26159
MI,Washtenaw County,metro,80.89,45.4,2022,26161
MI,Wayne County,metro,74.34,144.5,2022,26163
MI,Wexford County,non-metro,76.94,23.8,2022,26165
MN,Aitkin County,non-metro,78.78,76.2,2022,27001
MN,Anoka County,metro,80.95,86.6,2022,27003
MN,Becker County,non-metro,77.73,75.3,2022,27005
MN,Beltrami County,non-metro,76.48,67.2,2022,27007
MN,Benton County,non-metro,77.97,144,2022,27009
MN,Blue Earth County,non-metro,80.42,35.7,2022,27013
MN,Brown County,non-metro,80.03,63,2022,27015
MN,Carlton County,non-metro,78.44,81.3,2022,27017
MN,Carver County,metro,83.17,33.6,2022,27019
MN,Cass County,non-metro,77.46,45.4,2022,27021
MN,Chippewa County,non-metro,77.89,155.9,2022,27023
MN,Chisago County,non-metro,80.1,38.5,2022,27025
MN,Clay County,non-metro,79.96,108.1,2022,27027
MN,Clearwater County,non-metro,77.73,64.2,2022,27029
MN,Cottonwood County,non-metro,79.26,63.9,2022,27033
MN,Crow Wing County,non-metro,79.51,62.7,2022,27035
MN,Dakota County,metro,81.79,58.6,2022,27037
MN,Douglas County,non-metro,79.78,72.4,2022,27041
MN,Faribault County,non-metro,78.31,38.7,2022,27043
MN,Freeborn County,non-metro,80.12,27.7,2022,27047
MN,Goodhue County,non-metro,78.98,55.5,2022,27049
MN,Hennepin County,metro,80.59,88.8,2022,27053
MN,Houston County,non-metro,81.49,31.8,2022,27055
MN,Hubbard County,non-metro,79.7,97,2022,27057
MN,Isanti County,non-metro,79.56,60.9,2022,27059
MN,Itasca County,non-metro,78.76,44.3,2022,27061
MN,Jackson County,non-metro,81.5,61.2,2022,27063
MN,Kanabec County,non-metro,79.39,86.4,2022,27065
MN,Kandiyohi County,non-metro,80.46,103.5,2022,27067
MN,Kittson County,non-metro,77.44,192.1,2022,27069
MN,Lac qui Parle County,non-metro,81.2,89.9,2022,27073
MN,Lake County,non-metro,80.33,50,2022,27075
MN,Le Sueur County,non-metro,80.9,51.2,2022,27079
MN,Lyon County,non-metro,80.31,65.6,2022,27083
MN,McLeod County,non-metro,80.63,69.4,2022,27085
MN,Marshall County,non-metro,81.93,90.6,2022,27089
MN,Martin County,non-metro,80.88,64.4,2022,27091
MN,Meeker County,non-metro,80.7,72.5,2022,27093
MN,Mille Lacs County,non-metro,75.6,112.5,2022,27095
MN,Morrison County,non-metro,79.28,79.4,2022,27097
MN,Mower County,non-metro,79.94,45.4,2022,27099
MN,Nicollet County,non-metro,81.46,70.2,2022,27103
MN,Nobles County,non-metro,79.59,146.9,2022,27105
MN,Olmsted County,metro,82.1,27.4,2022,27109
MN,Otter Tail County,non-metro,80.01,44.9,2022,27111
MN,Pennington County,non-metro,80.18,58.7,2022,27113
MN,Pine County,non-metro,78.97,37.4,2022,27115
MN,Pipestone County,non-metro,80.07,99,2022,27117
MN,Polk County,non-metro,78.15,131.6,2022,27119
MN,Ramsey County,metro,79.29,98.8,2022,27123
MN,Redwood County,non-metro,80.12,73.8,2022,27127
MN,Renville County,non-metro,79.42,119.6,2022,27129
MN,Rice County,non-metro,80.6,61.6,2022,27131
MN,Rock County,non-metro,77.71,74,2022,27133
MN,Roseau County,non-metro,78.35,75.5,2022,27135
MN,St. Louis County,non-metro,78.38,71.2,2022,27137
MN,Scott County,metro,82.41,50,2022,27139
MN,Sherburne County,non-metro,80.23,64.8,2022,27141
MN,Stearns County,non-metro,81.12,92.2,2022,27145
MN,Swift County,non-metro,78.24,85.5,2022,27151
MN,Todd County,non-metro,81.76,74.4,2022,27153
MN,Wadena County,non-metro,77.3,48.5,2022,27159
MN,Waseca County,non-metro,80.29,65.6,2022,27161
MN,Washington County,metro,81.93,55.9,2022,27163
MN,Watonwan County,non-metro,79.09,51.1,2022,27165
MN,Wilkin County,non-metro,77.77,151,2022,27167
MN,Winona County,non-metro,80.91,58.5,2022,27169
MN,Wright County,non-metro,81.03,67.9,2022,27171
MN,Yellow Medicine County,non-metro,82.11,78.7,2022,27173
MS,Adams County,non-metro,72.48,138.6,2022,28001
MS,Alcorn County,non-metro,73.46,78.5,2022,28003
MS,Amite County,non-metro,75.87,110.2,2022,28005
MS,Attala County,non-metro,73.72,133.5,2022,28007
MS,Benton County,non-metro,73.43,150.7,2022,28009
MS,Bolivar County,non-metro,69.73,239.7,2022,28011
MS,Calhoun County,non-metro,73.09,92.8,2022,28013
MS,Carroll County,non-metro,74.95,121.2,2022,28015
MS,Chickasaw County,non-metro,72.97,141.6,2022,28017
MS,Choctaw County,non-metro,73.61,74.7,2022,28019
MS,Claiborne County,non-metro,70.95,217,2022,28021
MS,Clarke County,non-metro,73.1,205.9,2022,28023
MS,Clay County,non-metro,75.68,100.6,2022,28025
MS,Coahoma County,non-metro,68.58,222,2022,28027
MS,Copiah County,non-metro,74,115.4,2022,28029
MS,Covington County,non-metro,70.55,218.5,2022,28031
MS,DeSoto County,metro,76.49,82.2,2022,28033
MS,Forrest County,non-metro,72.94,114.2,2022,28035
MS,Franklin County,non-metro,74.42,121.5,2022,28037
MS,George County,non-metro,72.46,153.2,2022,28039
MS,Greene County,non-metro,75.94,130.2,2022,28041
MS,Grenada County,non-metro,69.19,182.2,2022,28043
MS,Hancock County,non-metro,76.95,74.2,2022,28045
MS,Harrison County,metro,74.56,58.8,2022,28047
MS,Hinds County,metro,73.69,100.8,2022,28049
MS,Holmes County,non-metro,69,321,2022,28051
MS,Humphreys County,non-metro,70.23,233.3,2022,28053
MS,Itawamba County,non-metro,74.17,130.1,2022,28057
MS,Jackson County,non-metro,74.82,81,2022,28059
MS,Jasper County,non-metro,73.2,92.6,2022,28061
MS,Jefferson County,non-metro,72.82,182.1,2022,28063
MS,Jefferson Davis County,non-metro,71.5,133.6,2022,28065
MS,Jones County,non-metro,73.95,97.8,2022,28067
MS,Kemper County,non-metro,77.07,133.3,2022,28069
MS,Lafayette County,non-metro,77.78,107.1,2022,28071
MS,Lamar County,non-metro,79.21,73.6,2022,28073
MS,Lauderdale County,non-metro,73.06,155,2022,28075
MS,Lawrence County,non-metro,72.24,101.1,2022,28077
MS,Leake County,non-metro,74.57,220.8,2022,28079
MS,Lee County,non-metro,74.07,119.8,2022,28081
MS,Leflore County,metro,68.14,288.9,2022,28083
MS,Lincoln County,non-metro,73.2,169.8,2022,28085
MS,Lowndes County,non-metro,73.31,126.9,2022,28087
MS,Madison County,non-metro,76.09,115,2022,28089
MS,Marion County,non-metro,72.68,191.4,2022,28091
MS,Marshall County,non-metro,72.16,95.3,2022,28093
MS,Monroe County,non-metro,73.4,147.8,2022,28095
MS,Montgomery County,non-metro,69.92,218.8,2022,28097
MS,Neshoba County,non-metro,68.41,380.4,2022,28099
MS,Newton County,non-metro,72.64,150.7,2022,28101
MS,Noxubee County,non-metro,72.65,141.9,2022,28103
MS,Oktibbeha County,non-metro,76.54,166.8,2022,28105
MS,Panola County,non-metro,73.3,167.8,2022,28107
MS,Pearl River County,non-metro,72.98,107.4,2022,28109
MS,Perry County,non-metro,73.44,145.6,2022,28111
MS,Pike County,non-metro,71.63,115.9,2022,28113
MS,Pontotoc County,non-metro,75.16,100.3,2022,28115
MS,Prentiss County,non-metro,73,123.1,2022,28117
MS,Quitman County,non-metro,69.49,153.1,2022,28119
MS,Rankin County,non-metro,78.22,74.4,2022,28121
MS,Scott County,non-metro,73.29,134.2,2022,28123
MS,Sharkey County,non-metro,70.73,223.4,2022,28125
MS,Simpson County,non-metro,73.75,156.5,2022,28127
MS,Smith County,non-metro,75.56,73.2,2022,28129
MS,Stone County,non-metro,74.27,79.3,2022,28131
MS,Sunflower County,non-metro,68.53,197.8,2022,28133
MS,Tallahatchie County,non-metro,72.57,183.7,2022,28135
MS,Tate County,non-metro,73.05,156.2,2022,28137
MS,Tippah County,non-metro,73.43,161.1,2022,28139
MS,Tishomingo County,non-metro,72.15,164.3,2022,28141
MS,Tunica County,non-metro,68.03,163.2,2022,28143
MS,Union County,non-metro,75.27,107.6,2022,28145
MS,Walthall County,non-metro,73,151.2,2022,28147
MS,Warren County,non-metro,73.18,156.7,2022,28149
MS,Washington County,metro,68.73,198.5,2022,28151
MS,Wayne County,non-metro,74.85,119.5,2022,28153
MS,Webster County,non-metro,72.33,178.4,2022,28155
MS,Wilkinson County,non-metro,69.92,172.2,2022,28157
MS,Winston County,non-metro,73.28,181.5,2022,28159
MS,Yalobusha County,non-metro,70.27,144.6,2022,28161
MS,Yazoo County,non-metro,72.99,121.7,2022,28163
MO,Adair County,non-metro,77.34,35.7,2022,29001
MO,Andrew County,non-metro,79.07,70.7,2022,29003
MO,Atchison County,non-metro,76.64,104.5,2022,29005
MO,Audrain County,non-metro,75.2,117,2022,29007
MO,Barry County,non-metro,76,92.5,2022,29009
MO,Barton County,non-metro,78.2,83.9,2022,29011
MO,Bates County,non-metro,76.22,63.6,2022,29013
MO,Benton County,non-metro,75.23,61.5,2022,29015
MO,Bollinger County,non-metro,76.94,80.2,2022,29017
MO,Boone County,metro,79,46.5,2022,29019
MO,Buchanan County,metro,75.84,92.8,2022,29021
MO,Butler County,non-metro,72.75,84.7,2022,29023
MO,Callaway County,non-metro,76.94,70.3,2022,29027
MO,Camden County,non-metro,79.12,83.8,2022,29029
MO,Cape Girardeau County,non-metro,76.14,102.7,2022,29031
MO,Carroll County,non-metro,75.92,218.1,2022,29033
MO,Cass County,non-metro,78.28,48.2,2022,29037
MO,Cedar County,non-metro,75.2,55.8,2022,29039
MO,Chariton County,non-metro,78,115.8,2022,29041
MO,Christian County,non-metro,78.67,77.3,2022,29043
MO,Clark County,non-metro,78.5,154.3,2022,29045
MO,Clay County,metro,79.11,75.8,2022,29047
MO,Clinton County,non-metro,76.93,144,2022,29049
MO,Cole County,non-metro,77.78,120.8,2022,29051
MO,Cooper County,non-metro,78.25,64,2022,29053
MO,Crawford County,non-metro,73.89,78.4,2022,29055
MO,Dade County,non-metro,72.56,205.8,2022,29057
MO,Dallas County,non-metro,73.9,101.3,2022,29059
MO,Daviess County,non-metro,78.35,118.3,2022,29061
MO,DeKalb County,non-metro,75.74,132.3,2022,29063
MO,Dent County,non-metro,74.24,104,2022,29065
MO,Douglas County,non-metro,75.43,96.7,2022,29067
MO,Dunklin County,non-metro,70.87,133.3,2022,29069
MO,Franklin County,non-metro,76.21,95.5,2022,29071
MO,Gasconade County,non-metro,74.78,136.7,2022,29073
MO,Gentry County,non-metro,74.57,112.9,2022,29075
MO,Greene County,metro,76.65,92.1,2022,29077
MO,Grundy County,non-metro,76.94,170.1,2022,29079
MO,Harrison County,non-metro,77.9,90.6,2022,29081
MO,Henry County,non-metro,75.56,92.6,2022,29083
MO,Hickory County,non-metro,76.91,114.9,2022,29085
MO,Holt County,non-metro,80.72,189.6,2022,29087
MO,Howell County,non-metro,74.28,134.8,2022,29091
MO,Iron County,non-metro,73.48,82,2022,29093
MO,Jackson County,metro,76.63,60.9,2022,29095
MO,Jasper County,metro,75.48,115.3,2022,29097
MO,Jefferson County,non-metro,75.56,78.4,2022,29099
MO,Johnson County,non-metro,78.28,83.7,2022,29101
MO,Laclede County,non-metro,73.61,106.5,2022,29105
MO,Lafayette County,non-metro,75.88,82,2022,29107
MO,Lawrence County,non-metro,75.09,103.3,2022,29109
MO,Lincoln County,non-metro,76.48,82.1,2022,29113
MO,Linn County,non-metro,75.23,69.3,2022,29115
MO,Livingston County,non-metro,78.39,114.4,2022,29117
MO,McDonald County,non-metro,74.01,110,2022,29119
MO,Macon County,non-metro,76.37,55.9,2022,29121
MO,Madison County,non-metro,74.55,120.8,2022,29123
MO,Maries County,non-metro,76.07,87.2,2022,29125
MO,Marion County,metro,75.79,95.9,2022,29127
MO,Mercer County,non-metro,76.63,128.8,2022,29129
MO,Miller County,non-metro,76.64,109.5,2022,29131
MO,Mississippi County,non-metro,72.31,139.4,2022,29133
MO,Moniteau County,non-metro,76.47,103.6,2022,29135
MO,Monroe County,non-metro,77.08,105.2,2022,29137
MO,Montgomery County,non-metro,74.68,78.2,2022,29139
MO,Morgan County,non-metro,74.6,88.1,2022,29141
MO,New Madrid County,non-metro,71.05,154.6,2022,29143
MO,Newton County,non-metro,76.04,101.3,2022,29145
MO,Nodaway County,non-metro,79.6,66.6,2022,29147
MO,Oregon County,non-metro,75.27,52.4,2022,29149
MO,Osage County,non-metro,78.59,57.4,2022,29151
MO,Ozark County,non-metro,75.9,54.9,2022,29153
MO,Pemiscot County,non-metro,69.13,167.9,2022,29155
MO,Perry County,non-metro,77.29,75.8,2022,29157
MO,Pettis County,non-metro,76.19,90.4,2022,29159
MO,Phelps County,non-metro,75.61,124.2,2022,29161
MO,Pike County,non-metro,76.66,90.3,2022,29163
MO,Platte County,metro,80.19,55.4,2022,29165
MO,Polk County,non-metro,76.04,88.9,2022,29167
MO,Pulaski County,non-metro,75.63,101.5,2022,29169
MO,Ralls County,non-metro,78.52,96.1,2022,29173
MO,Randolph County,non-metro,75.46,128.3,2022,29175
MO,Ray County,non-metro,75.78,71,2022,29177
MO,Ripley County,non-metro,73.2,86.2,2022,29181
MO,St. Charles County,metro,79.63,81,2022,29183
MO,St. Clair County,non-metro,77.44,74.6,2022,29185
MO,Ste. Genevieve County,non-metro,78.66,36,2022,29186
MO,St. Francois County,non-metro,73.8,118.2,2022,29187
MO,St. Louis County,metro,77.17,93,2022,29189
MO,Saline County,non-metro,76.48,126.9,2022,29195
MO,Scott County,non-metro,74.4,111.6,2022,29201
MO,Shannon County,non-metro,74.15,97.7,2022,29203
MO,Stoddard County,non-metro,75.27,103.9,2022,29207
MO,Stone County,non-metro,76.31,70.4,2022,29209
MO,Sullivan County,non-metro,75,125,2022,29211
MO,Taney County,non-metro,77.29,84.8,2022,29213
MO,Texas County,non-metro,75.34,45.8,2022,29215
MO,Vernon County,non-metro,76.54,116.8,2022,29217
MO,Warren County,non-metro,78.63,34.9,2022,29219
MO,Washington County,non-metro,73.06,146.6,2022,29221
MO,Wayne County,non-metro,74.45,87.6,2022,29223
MO,Webster County,non-metro,76.66,106.7,2022,29225
MO,Wright County,non-metro,74.07,94.6,2022,29229
MO,St. Louis city,metro,73.15,100.4,2022,29510
MT,Big Horn County,non-metro,66.19,457.2,2022,30003
MT,Blaine County,non-metro,70.17,292,2022,30005
MT,Cascade County,metro,77.09,116.4,2022,30013
MT,Custer County,metro,77.46,74.1,2022,30017
MT,Dawson County,non-metro,79.25,142.3,2022,30021
MT,Fergus County,non-metro,77.74,72.8,2022,30027
MT,Flathead County,non-metro,79.14,43.7,2022,30029
MT,Gallatin County,non-metro,82.65,38.8,2022,30031
MT,Glacier County,non-metro,70.82,327.6,2022,30035
MT,Hill County,non-metro,76.39,178.8,2022,30041
MT,Lake County,non-metro,77.09,40.8,2022,30047
MT,Lewis and Clark County,non-metro,79.24,51.2,2022,30049
MT,Lincoln County,non-metro,78.67,30.2,2022,30053
MT,Missoula County,metro,79.77,39.7,2022,30063
MT,Phillips County,non-metro,76.04,155.8,2022,30071
MT,Ravalli County,non-metro,79.67,46.1,2022,30081
MT,Richland County,non-metro,77.18,123.3,2022,30083
MT,Roosevelt County,non-metro,64.48,437,2022,30085
MT,Rosebud County,non-metro,70.26,325.4,2022,30087
MT,Sanders County,non-metro,77.35,47.9,2022,30089
MT,Silver Bow County,metro,76.25,110.4,2022,30093
MT,Valley County,non-metro,78.02,130.5,2022,30105
MT,Yellowstone County,metro,77.3,83,2022,30111
NE,Adams County,metro,77.86,103.1,2022,31001
NE,Antelope County,non-metro,82.66,81,2022,31003
NE,Buffalo County,non-metro,80.35,92,2022,31019
NE,Burt County,non-metro,75.88,77.4,2022,31021
NE,Butler County,non-metro,78.11,88.9,2022,31023
NE,Cass County,non-metro,79.17,46.3,2022,31025
NE,Cedar County,non-metro,81.12,118.1,2022,31027
NE,Cherry County,non-metro,79.31,90.4,2022,31031
NE,Cheyenne County,non-metro,77.4,89.5,2022,31033
NE,Clay County,non-metro,78.29,120.9,2022,31035
NE,Colfax County,non-metro,80.33,182.5,2022,31037
NE,Cuming County,non-metro,79.85,74.9,2022,31039
NE,Custer County,non-metro,80.32,76.3,2022,31041
NE,Dakota County,metro,77.6,316.3,2022,31043
NE,Dawes County,non-metro,78.42,117.1,2022,31045
NE,Dawson County,non-metro,78.32,117,2022,31047
NE,Dixon County,non-metro,80.18,152.6,2022,31051
NE,Dodge County,non-metro,76.82,114.5,2022,31053
NE,Douglas County,metro,78.59,83.5,2022,31055
NE,Fillmore County,non-metro,80.81,95.7,2022,31059
NE,Gage County,non-metro,77.85,68.4,2022,31067
NE,Hall County,metro,77.88,156,2022,31079
NE,Hamilton County,non-metro,81.21,128.5,2022,31081
NE,Holt County,non-metro,79.7,94.8,2022,31089
NE,Howard County,non-metro,78.08,147,2022,31093
NE,Knox County,non-metro,79.64,68.1,2022,31107
NE,Lancaster County,metro,79.87,42.7,2022,31109
NE,Lincoln County,non-metro,77.84,106.1,2022,31111
NE,Madison County,non-metro,78.18,87.4,2022,31119
NE,Merrick County,non-metro,78.08,124.8,2022,31121
NE,Morrill County,non-metro,76.87,137.9,2022,31123
NE,Nemaha County,non-metro,77.04,122.3,2022,31127
NE,Nuckolls County,non-metro,77.58,112.7,2022,31129
NE,Perkins County,non-metro,79.17,160.1,2022,31135
NE,Phelps County,non-metro,79.98,77.4,2022,31137
NE,Pierce County,non-metro,81.15,144.9,2022,31139
NE,Platte County,non-metro,79.72,112.7,2022,31141
NE,Polk County,non-metro,77.42,92.9,2022,31143
NE,Richardson County,non-metro,77.4,114.2,2022,31147
NE,Sarpy County,metro,80.71,66.6,2022,31153
NE,Saunders County,non-metro,78.82,54.4,2022,31155
NE,Scotts Bluff County,non-metro,76.02,175.8,2022,31157
NE,Seward County,non-metro,79.17,98.8,2022,31159
NE,Sheridan County,non-metro,76.46,152,2022,31161
NE,Thurston County,non-metro,66.6,151.2,2022,31173
NE,Washington County,non-metro,80.96,69.8,2022,31177
NE,York County,non-metro,79.73,46.8,2022,31185
NV,Churchill County,non-metro,74.18,137.8,2022,32001
NV,Clark County,metro,78.41,93.3,2022,32003
NV,Douglas County,non-metro,81.11,42.3,2022,32005
NV,Elko County,non-metro,78.48,83.4,2022,32007
NV,Humboldt County,non-metro,76.98,51.2,2022,32013
NV,Lyon County,non-metro,76.2,80.6,2022,32019
NV,Nye County,non-metro,74.1,68.8,2022,32023
NV,Pershing County,non-metro,77.69,122.5,2022,32027
NV,Washoe County,metro,78.16,80.3,2022,32031
